,title,rating,body
1270,Control stick failure,1.0 out of 5 stars,Control stick started having issues within two weeks. Later found out its a common hardware defect in both the full size switch and switch lite.
1271,Won’t turn on after only 6 months,1.0 out of 5 stars,"Stopped working after 6 months, so upset"
1272,It was from a different country.,1.0 out of 5 stars,They sold me a European Switch Lite with a sketchy AC converter. I'm from the US and want a US console.
1273,Left joystick drifting....,1.0 out of 5 stars,Extremely bad joystick drift within the first week of owning it. Really disappointed. 3 years later and this is still an issue? Smh
1274,Broke after two weeks.,1.0 out of 5 stars,Played it for two weeks and it already won’t turn on.
1275,Refurbished and said it was new,1.0 out of 5 stars,This item looks to be refurbished... really upsetting. Feeling lied to because I bought it and it said new
1276,PAID TWICE.,1.0 out of 5 stars,What I DIDN'T LIKE WAS I PAID TWICE FOR THE SWITCH LITE.  YOU TOOK MONEY 2 TIMES OFF MY CARD. 😷😔
1277,Missing switch lite upon delivery,1.0 out of 5 stars,Missing nintendo switch lite and charging cable when delivered.
1278,Faulty product,1.0 out of 5 stars,The switch has a faulty joystick. Character moves up when left alone. Common problem on old switches but this one is brand new...
1279,good,5.0 out of 5 stars,ok
1280,quiero mi producto,1.0 out of 5 stars,Yo no lo es recibido .me dicen que esta en la puerta. Pero no es cierto
1281,Waste,1.0 out of 5 stars,Worked for three months then went to a blue screen and now won’t turn on.
1282,NO Power cord!  NOT NEW!!!,1.0 out of 5 stars,MISSING POWER CORD!!!  Item was not new.  Box unsealed and switch not in plastic.  Be honest in item description!
1283,Best video game purchase in a long long time,5.0 out of 5 stars,"So I just so happened to be at the Nintendo store in NYC on the launch day for the Switch Lite.  I bought a Lite on a whim and haven’t put it down since.  As a mobile experience I find the Lite superior, its super lite weight and a single piece.  There is no wiggle with the controllers compared the regular Switch and the unit is much smaller and lighter without giving up too much screen size.  The screen is about 0.7 inches smaller but it doesn’t really feel too different.  Also images are sharper because its still 720P yet on a smaller screen.You can’t really do an apples to apples comparison between this and the regular Switch because they have different goals.  If money were no object I would have a regular Switch for home use on the TV and use the Lite for on the go gaming.  Of course I would need a Nintendo Online account for cloud saves.There seems to be some confusion and unwarranted 1 star reviews regarding how licensing works when you have multiple Switches.  In fact its no different than Xbox.  Whatever Switch is deemed your main device will play all your digital content no matter who is using it, however your second device requires the user who purchased the software to login for permission to play a digital title.Since I already knew this I try to get physical cartridges whenever possible and limit my digital purchases.  In fact that’s why gamers like physical media for just this reason, the cartridge is the license and thus can be borrowed, traded, sold, etc"
1284,Probably another scam,1.0 out of 5 stars,so far it won’t read any of the games I’ve got smh
1285,great!,5.0 out of 5 stars,"after a few months of use, it still works! perfect!"
1286,Don't buy from here.,1.0 out of 5 stars,"DO NOT BUY FROM HERE, HAD IT FOR LESS THAN TWO DAYS AND IT'S ALREADY MALFUNCTIONING."
1287,Flawed product.,1.0 out of 5 stars,Extremely disappointed. Less than two hours of gameplay and there’s already a problem with the touch screen that makes the system basically unusable.
1288,Check the vendor before buying,1.0 out of 5 stars,This product was made for Europe not the US. Buyer beware of this third party vendor
1289,Let down,1.0 out of 5 stars,Wouldn’t power on
1290,Not new as advertised,1.0 out of 5 stars,Product was advertised as new but arrived unsealed and obviously previously opened. This should be classified as used or opened.
1291,KEEP LOOKING,1.0 out of 5 stars,The box had already been opened.. And the charger doesn't work. I shouldve ordered through gamestop.
1292,Charger isn’t from US,1.0 out of 5 stars,They sent me a charger for needs an addition adapter from Europe. The charger barely charges the game
1293,Que no he recibido mi articulo un Nintendo swich,1.0 out of 5 stars,No lo he recibido y supuestamente lo entregaron el 1 de junio y aquí no ha llegado
1294,Arrived broken.,1.0 out of 5 stars,"This is one of only a few bad experiences I’ve had, dealing with Amazon. The product was broken on arrival. Very disappointing for my daughter to open her birthday present and, it not be a working product. Very disappointing. My 9 year old daughters birthday, was ruined."
1295,I want to send it back and get a new one..i am upset.it was a gift,1.0 out of 5 stars,It stopped working after a week...its defective..we are very upset ..cost me 200.00 for nothing..does not even desrve a star...unsatified...
1296,Best Christmas Present,5.0 out of 5 stars,"I got this as a Christmas Present from my family😍😍 I was surprised because I was not expecting it. The first time I ever laid my hands on a switch was when my brother got his and I played through and finished Zelda Breath of the Wild and played Mario Odyssey, Links Awakening, Super Mash Brothers, and Mario Kart 8, and then it was announced Nintendo would be releasing a Switch Lite. I got the Turquoise Switch Lite and the Zelda Breath of the Wild leather Case. I was given Spyro the Dragon Trilogy which I remembered from the time we owned a PS Console, and I got Mario Maker 2 and Luigis Mansion (which I finished the entire game and it was the coolest). Only downfall is when you want to download games it takes awhile😭 and the battery life dies out but it does charge quickly and it comes with a plug in charger. Also love the fact that you can sign up for an account to play a full library of Nintendo and Super Nintendo games which I have 🙆🙋😻 Can't wait for Zelda Breath of the Wild 2. And I do hope they can continue to crossover more games from PlayStation over to Nintendo Switch like Call of Duty and Madden Football 😔 You can play against other players online. It's the best."
1297,"breaks, just stops working",1.0 out of 5 stars,"Broke, 3 times"
1298,don’t buy,1.0 out of 5 stars,Charger stopped working in 1 day of having the switch waste of money
1299,This will be addictive to play with,5.0 out of 5 stars,"I LOVED this! Before I had this, I was playing on the 3DS, but this is so much better and more accessible."
1300,Item defective,1.0 out of 5 stars,Used for 10 minutes. Screen stopped working.
1301,As Described,5.0 out of 5 stars,Fast Shipping and Good Packaging
1302,Very pleased,5.0 out of 5 stars,The switch came on time as promised. On time.  Very pleased with the item
1303,Warning,1.0 out of 5 stars,This divice broke after just a few days of use.
1304,"Brand new, fast arrival",5.0 out of 5 stars,Works perfect. My son loves it.
1305,Misleading,1.0 out of 5 stars,Is this product used or new?
1306,Love 💕 the pink lite version😍😍,5.0 out of 5 stars,So my reason for making this purchase was  because everyone at work was talking about animal crossing and obviously there ain’t sh1t to do because of being “quarantined” 😂🙄. I decided what the hell and try it out and it’s addicting! So I saw this lite version was coming out and I ordered it from Walmart the morning it was released lol veryyy lucky after I saw the ridiculous prices on eBay! 😂😂🤦🏼‍♀️I have the regular switch but I seen the switch lite was coming out in CORAL and that’s basically pink to me and I wanted something that wouldn’t kill my hands playing animal crossing for hours on end. I love it! It’s more of a pink color and I’m sooo in 😍 with it!
1307,reminds me of when I had a game boy color,5.0 out of 5 stars,"I love this. Love love love it. It is exactly what I have wanted from Nintendo for so long. The Switch is cool, don't get me wrong, but it almost feels too cool? I guess it has its time and place, but when I want to play games on the go (on an airplane, a train, traveling) this is just exactly what I need. After I had the Switch for awhile I actually bought the 2DS XL because I wanted something portable, and I know it is old, but the graphics are atrocious and I hate the two screens. This really brings me back to the game boy color of my childhood that I cherished. I'm so excited Nintendo released this and have been having so much fun since I bought it."
1308,"It is a good replacement for my Vita, and I freakin' loved that thing!",5.0 out of 5 stars,"Game options are great, old and new, fantastic game support (unlike Vita), form factor is great -- I bought a case that helps with ergonomics -- it's just overall a great great system.  I mourned the obsolescence of my PS Vita, and this has really helped.  I like how structurally solid the Lite is, some devices have too much flex.  And because I don't like playing games on my TV, this device is just perfect.  (Not to mention its portability.)  What can I criticize?  It's definitely not a replacement for an internet device, I think the avatars are a bit silly, battery life can always be better (but it's probably for the best. ;-))."
1309,Will not charge,1.0 out of 5 stars,Will not charge anymore. Customer service is horrible.
1310,Questions...,5.0 out of 5 stars,I haven’t ordered this item yet since I’ve only ever use a Nintendo 3DS...so I have questions.... does 3DS game work on switches? Does it take long to charge? And does it work without WiFi? But I’m gonna give this item a 5 star review because it seems good! 🖤
1311,Defective,1.0 out of 5 stars,Stick drift
1312,Exceeded expectations,5.0 out of 5 stars,If you exclusively want handheld mode than this is for you. It’s a one person device so remember that. I personally bought it for these purposes. It puts you in your own world when you have downtime.
1313,Love it,5.0 out of 5 stars,"I love this thing. I like it so much better than the OG switch (Mainly because I'm out and about a lot so this is useful for me). It is lite (hence the name), the battery life handheld does last longer than the OG in handheld mode. Honestly if your out and about a lot, this is for you."
1314,"good and not good, Ill explain.",3.0 out of 5 stars,"Im not all that into portable gaming as I never go anywhere with my gaming but stay at home and play on my 55” 4k tvs.  I had the 1st switch and it was great to play Mario on a 55” tv but it didn’t last long as I lost interest because I have a ps4 also with a lot better games so I sold my switch.  Also the portability was ok,  the system was super bulky to hold in your hands and heavy to hold up for long times.  So the lite version is kinda same way though not as heavy but still has weight to it and the grip ability and ability to hold in hands comparability is not possible. Im used to a ps4 or ps5 controller and gaming for hours at a time, I cannot play hours on end with the lite in my hands its not comfortable.  So im going to buy a docking stand and someway to connect a different controller.  Overall the switch lite is just what it means smaller, lighter, no HDMI support for tv playing.  so for ABOUT $100 less than the full switch well its up to you if you dont mind it being only played on the small screen.  I dont know how long ill keep my switch lite.  for portability the screen is pretty big compared to past Nintendo portable gaming handhelds.  O dont forget the battery life is better than the full switch but its still not as good as it should be.  Improvements are needed to say the least but nothing is perfect."
1315,Very fun good product,5.0 out of 5 stars,It must feel amazing to own one of these.. I wish.
1316,Love my coral switch!,5.0 out of 5 stars,I love mine! It’s small and compact. At first I thought I wanted something not to be docked. Or eventually I will dock it but I wanted a small switch. But over all I love mine! Play it everyday! Just now looking for new games to play!
1317,Good for RPGS,5.0 out of 5 stars,"Finally, got around to getting a member for the Switch family and chose the Lite since I don't have access to a TV and to save money. Have enjoyed playing Odyssey, Fractured But Whole, and Link's Awakening on it and looking forward to playing Stick of Truth."
1318,Great and probably their best!,5.0 out of 5 stars,I own a Switch with now the Switch Lite and I have to say I stopped playing my Launch Switch altogether and probably will sell it. This is the perfect size and fit for me. Great Job Nintendo. I'll be buying my 4 year old one.
1319,Love Love LOVE!!!,5.0 out of 5 stars,"This is such a beautiful and fun console! I’m extremely satisfied with this item, it’s honestly perfect! All the fun of the OG switch but half the price! Perfect for the gamers on a budget or for those mainly interested in hand held gaming :)"
1320,Price,5.0 out of 5 stars,Gave it 5 because there is nothing wrong with the product itself.  But what I want to know is why the price went up $100 on the official website it’s literally the same $199.99 and the MSRP in the description is also 199.99
1321,Gift,5.0 out of 5 stars,Exactly what we ordered and works perfect. Very happy with the game.
1322,A portable game console that isn't portable or fits in your POCKET,3.0 out of 5 stars,"They made a version to be more portable and more affordable, well its more affordable but it still doesn't fit in your pocket. Can someone please make a portable game console that isn't 11 -15 years old that actually is practical to always have in your pocket? There are tons of android game controllers, but those dont fit in pockets either. The last portable game console was the psp go. Before that, the gameboy micro. That is about it as far as truely pocket friendly game consoles. The vita and new 3ds are really pushing it as far as being practical to always have in your pockets. They just are a little bit too heavy and big. Then this, the switch lite, is even heavier and bigger than those last gen options which were already too heavy and big. I guess I'll keep sticking with my psp go for now.If you don't care about portability, i.e. size and weight, just get a regular switch. I just don't get this product, sorry. Do you really need to save $50 to lose a bunch of features and neither device is practical for your pocket?"
1323,Don't buy if you want to share with multiple people,5.0 out of 5 stars,Listen if you're using family sharing or you want to use a tv with this don't buy this it's a handheld only device meaning a single player only device think of this the same way you thought about the 3ds portable and comfy!
1324,Love it,5.0 out of 5 stars,I love the portability the solid color it was easy for me to transfer all my data over. I received this as a gift for Christmas I did want the Pokémon edition one but Nonetheless it’s a amazing device
1325,Love it,5.0 out of 5 stars,Love it
1326,Form Factor Is KING,5.0 out of 5 stars,"I have the OG Switch but this is amazing for portable play! the site is basically a switch minus one joy con, and it just feels great in your hands. A must if you play portable mainly!"
1327,Bad,1.0 out of 5 stars,Bad.
1328,thinking about buying,5.0 out of 5 stars,too many bad reviews!
1329,Nothing,1.0 out of 5 stars,Plain
1330,Simply Beautiful,5.0 out of 5 stars,"Very pretty and controls work great. One thing I notice people saying is that Lets Go doesnt work well with handheld, which I completly disagree with its more easier to throw by simply pressing A."
1331,Really cute Switch lite,5.0 out of 5 stars,Love the fact it's smaller and I can play all the games I like from the original switch.  I will play this more then I played the original switch just really convenient.
1332,Boyfriend loves it!,5.0 out of 5 stars,"For a person who is extremely into gaming, this is definitely the perfect gift. Portable device, can take anywhere, most regular Nintendo Switch games work with the Lite device. Worth every penny!"
1333,Come With Games,5.0 out of 5 stars,This item im I hope it comes with games insude the box
1334,Awesome,5.0 out of 5 stars,My 8 year old daughter loves it. It’s slightly smaller than the Switch. Smaller screen appears to make the graphics better than the Switch.
1335,The game,5.0 out of 5 stars,I bought the system and a game and it said the game would come in the system but I cannot find it
1336,Update after christmas,5.0 out of 5 stars,Revived but will not be used until after Christmas. Update will be madeUpdated. My 6 year old is happy!!
1337,High quality,5.0 out of 5 stars,This is amazing it's high quality and touch it was a bit pricy but it was definitely worth it!
1338,Love it!,5.0 out of 5 stars,Came brand new as expected! It works perfectly and so does the charger. I would definitely buy this again.
1339,Perfect buy even for adults,5.0 out of 5 stars,Ordered this July 3rd received July 8th. Quick shipping and new! Already started playing Animal Crossing 😜
1340,Why is the AC adapter so big?,3.0 out of 5 stars,"It’s pretty nice, very light and feels better in your hands than the regular Switch. You will be sacrificing certain games that either won’t work or are impractical for not being able to connect to a tv or have joycons. It still seems to have the fragile Switch design, which is sad because every product before was absolutely bulletproof. This has a sleek screen but you are going to worry about damaging it (never happened to me but I feel like you have to be way too careful than you should be with a portable system). But my biggest gripe of this is the AC adapter which is huge and weighs probably more than the system itself. It won’t fit in my official Nintendo case and given it’s supposed to have only 6 hours of juice (which is better but far from good) you are going to need to lug it around with you."
1341,Parents be warned,3.0 out of 5 stars,"If you have multiple kids and you want to use the download games on two with the same account at the same time you CAN’T! I did the research looked up if games could be used on the same account on multiple devices got yes across the board but what wasn’t mapped out is the dirty little secret you can’t use them at the same time as the other switch. If the main account connects anywhere else the lite gets disconnected and can’t play. The whole reason I got it was so my youngest could play but only with downloaded games no cartridges because they would be more likely to take them out and lose them. So now I have to spend hundreds more to get more?! Even though I just spent 600$ to get this game, joy con and two more digital games ?! Nintendo should be ashamed."
1342,Fun but overpriced and bad security system.,3.0 out of 5 stars,"My family has been buying products from Nintendo forever. Most recently I bought a Nintendo Switch Lite (as these were much too expensive). I used it for about two months and I absolutely loved it. Then my Switch Lite was stolen from my house. My mom told me she would get me a new one as it wasn't my fault it had been stolen, but only for its original price. I had originally bought it from Target for $199, as I'd gotten very lucky in finding it because they flew off the shelves once they were restocked. For another month I checked and checked Target, but nothing. Eventually I was so bored and sick of checking that my mom agreed to pay the extra $40 from Amazon. In all honesty Nintendo taking advantage of bored consumers and price gouging isn't okay."
1343,The screen is just too small for the games I like to play - don't make this the only Switch you own,2.0 out of 5 stars,"I had a big library of 3DS games and thought the Switch Lite would finally be the evolution to handheld modernity I needed. Well, boy am I disappointed. The system itself seems great and I have no complaints about that... but it turns out the types of games I like to play (menu heavy or with lots going on with the screen) the font and detail sizes are just too small on the 5.5 inch screen. For example I try to play Fire Emblem I swear the fonts are size 4 (in some places, and the avatars are so tiny I can barely tell what's going on.Switch games are designed with the TV in mind, and if it doesn't work well on your portable, that's an ""oh well,"" since you can just plug it into your TV. Except if you're like me, and only have a Lite, you can't do that. Now I have a couple hundred dollars worth of useless games. Guess I have to get the OLED version when it comes out (for another 350!) so I can actually use them and have the handheld experience I deserve. So disappointed. -_-"
1344,People this this is an extension a switch they already have...,3.0 out of 5 stars,People keep trying to dog this console because of games they downloaded on the normal switch wont play.... of course nintendo is not going to allow you to use games you bought on different account at the same time. You need 2 copys of the game its always been like that... & should be i mean your playing 2 copys of the game why would you not have to buy the 2nd copy its your fault for being lazy AF not buying physicals version
1345,Huge software issue by Nintendo if this is your secondary console!!,1.0 out of 5 stars,"If you are purchasing this as your secondary Nintendo switch or share games between family members, you'll be very disappointed.Sharing digital games between multiple systems sucks. You can set one console as your primary, allowing you to play games anywhere without an internet connection. But to play digital titles on secondary systems, you'll have to be connected to the internet and it's also authenticated every three hours. Even worse, you can only play games through the account that originally purchased them. That's a problem for families where one parent account typically buys digital games.The Switch is meant to be portable. I ended up having to make it my primary system to play digital games on the go. But that also meant my original Switch was basically trapped on the dock under my TV. I was forced to restart progress on games that don't support the Switch Online's cloud saves.Family members wouldn't be able to play anything on the docked Switch on their own accounts. They'd be forced to play under my username, which could be a problem when it comes to managing saved games. And, worst of all, they wouldn't be able to play any of my digital games on that system offline.While multi-Switch households could swap around physical game carts, that introduces a whole new set of problems, especially with kids. Physical games can easily be lost or damaged, and you'll also have to be more mindful about trading games between systems. That's particularly true with the Switch, since each system might be traveling with a different person, instead of being set up throughout your home. Carts are also just annoying to plug in -- sure, that just takes a few seconds, but it's not nearly as seamless as booting up a digital game.The biggest problem with limiting yourself to carts? It's kind of impossible on the Switch, since it has a robust library of indie titles that are only available digitally. As much as I'd love to see a cart for Untitled Goose Game, it's not worth waiting around to see if one ever appears. Digital games are basically an inescapable problem for every Switch owner."
1346,Only for a casual switch fan,2.0 out of 5 stars,"While I may not have purchased this product, I have done my research on the system to get a valid point on this mini console. Starting off with the retail price of $200 is too much if you want to be able to enjoy the switch library. What I mean by this is that the switch light doesn’t have the detachable controllers (joycons) that many games NEED to be able to play. An example of this would be just dance or super Mario party. A pair of joycons is roughly $80 and then you have to buy a joycons charger for them because the lite can’t charge them so your looking at around $310. At that price you should have just spent the money on a regular switch that is superior to the lite in almost all ways. That being said, the switch lite is good for kids that want to play one or two games on a switch. If you wanted to fully dive into the switch library then I would suggest a regular switch because it is still portable and it can connect to the tv ( lite’s can’t do that) and it has better battery life. My final problem is about the joysticks on the switch lite and the regular switch’s joycons. After a while of use, the joysticks start to drift ( move without any input) witch can really damper someone’s experience with a game. Nintendo offers free repairs in certain parts of the US but if this happens with the lite ( it will happen eventually) you would have to send in the entire console just to get the joysticks fixed! Overall I feel like this console is good for people who want to play a few games on the switch that don’t care about seeing them on a tv."
1347,"Awesome console, awful, draconian DRM",1.0 out of 5 stars,"Getting this as your only switch? Have fun - it's cute, it's light, it's absolutely fine. Most/all of your games are physical? Enjoy!Getting this as a second Switch? Unless you're going on a purely physical games route DON'T DO IT. I can't stress this enough. Honestly, I thought the naysayers are over-exaggerating and it couldn't be that bad, right? Wrong. It's much worse than expected:The DRM is quite draconian and requires an Internet check for every single E-Shop game, and a constant connection throughout your gaming session. Worse still, I have multiple accounts which I buy from, so I'm forced to try and remember the exact account which I bought the specific game from otherwise the game won't even start. The process goes like that:""Hmm, I feel like a bit Binding of Isaac this evening. Where did I put the Lite? Ah, here it is. Connect it, run the game, the check takes a few seconds...nope, that's not the account that bought it. Was it that account?....Still nope. I could have sworn it was on this account! No? Damn it, which account was it?!"" If this was just a few games it wouldn't be that big of an issue. I have about 60 digital games spread over 8 different accounts downloaded to 1TB SD Card. I hope you see the problem here.But do you think that's end of it? It goes even lower than that: I sometimes bought games on one account, and their DLC on another. This means that I can't play these games with their respective DLC's unless I buy either the game or its DLC's again on one, specific account. The Lite feels like an expensive brick now.This is a shameful, completely customer unfriendly attitude by Nintendo, and no amount of apologetic brown-nosing fan service will change that. We're being treated like thieves for legitimately buying digital games. I'm being forced to purchase physical from now on if I want to play properly, but I'm having a hard time even justifying buying more games at this point.You have been warned."
1348,Dreaded joy con drift!,1.0 out of 5 stars,"This switch lite was purchased from Amazon as a Christmas gift.  It wasn't put into use until mid January.  About a week ago the joy stick started to malfunction.  It's intermittent, sometimes starting right away, sometimes not starting till you're playing about 20 minutes. Sometimes it's not too bad,  and sometimes you can't even control the character which is horrible. Called Nintendo couple of days ago and the man emailed me a return label.  They are not even fixing the joycons on the original switch, just sending replacements.  He did say that because it's a switch lite they would try to fix it, but they might have to replace it.  It's the Pokemon special edition version and he said they would NOT be able to replace it with that version.  That's the first issue.  Another issue is that it has 2 large unfinished game saves, Links Awakening and Pokemon Sword. They're saved on the internal memory of the hardware (why oh why can't we save on an sd card,  Nintendo.  Oh that's right we're supposed to buy cloud service for saved games,  but wait,  Pokemon can't be saved on Nintendo online service)  so if they have to send a replacement machine what happens to all the saved data? He said they would certainly try to port the data to the replacement switch,  but he really didn't make any promises. Great.  So now what to do?  Maybe forget sending it back and just buy a different controller. That certainly makes the lite less portable.  And shouldn't your hardware just work? I would really like Nintendo to solve this problem but I'm very concerned about sending it back to them. The switch lite seems like a great idea but because of this joycon problem I cannot recommend it at all.  If you do buy it, put it thru it's paces right away so you can return it if yours develops the issue.  But who's to say this problem wouldn't happen as soon as your return window closes."
1349,Proceed with caution! It’s Disappointing!,2.0 out of 5 stars,"I had/have an original and bought this to see if I might like it more since I find the normal switch a bit too big for portable play.First off, people leaving perfect scores on this product are either lying or just trying to justify their purchase. If you have very small hands then this item with be just okay. A kid will like it because if the colors and won’t mind the atrociously cheap/hollow build quality.This is literally the cheapest feeling console nintendo has made to date. The 3ds xl, 2ds xl, gameboy advance, ds lite... all of those have better build quality and buttons. Most people who reviewed this item online lied about or didn’t mention all the negatives. So here I am!Pros:You can play switch gamesIt’s cheaper than a regular switchThere are colorsCons:UncomfortableFeels like a cheap knockoff consoleHorribly mushy buttonsHorrible system transfer process (also on normal switch)Horrible game sharing process (also on normal switch)Comes with an unnecessarily huge chargerYellow-tinted screen when compared to OG switchReally bad sound due to speaker locationNo stand (yes, that’s a con)Big bezelGets hot fasterConsidering what you get for $200... it’s a ripoff compared to a normal switch."
1350,Great system - BAD repair options.,2.0 out of 5 stars,"Our joystick crapped out after a few months - works intermittently. The repair option? 5-7 weeks to ship and repair.  My son didn't like the sound of that - so we're dealing with it.  Bad customer service - but my son loves it so much - so, we're screwed with a busted switch lite.  Bummer."
1351,"What a ""switch"" in Nintendo quality",2.0 out of 5 stars,"The first switch lite I bought the screen went black after a month and I had to return it. The second one that I use currently has a random lag in the left joy stick...The 3ds was durable, gc, SNES, 64 Wii, gba were all very tough systems.... This.... This is trash.Since the vita died this is my only hope for portable RPGs so I'm stuck."
1352,Horrible D-pad,2.0 out of 5 stars,"if one of your main purpose to buy this system is to play fighting games (like Street Fighter and SNK -or Neo Geo- fighting games), you will be majorly disappointed with Nintendo Switch Lite's d-pad.  If you are NOT planning to use the d-pad for diagonal directions (like Super Mario games) THEN I do recommend Switch Lite."
1353,Used & Dirty!,1.0 out of 5 stars,"Ridiculous! Got this as a gift! Completely been used like it has no life left in it! For that price is a ripoff! Packaging was horrible! Literally came in a usps box with paper stuffed inside. No bubble wrap or anything to secure the switch. There are smears, scratches and dirt everywhere on the product. Very disappointed!"
1354,Bait and Switch,2.0 out of 5 stars,"The switch works just fine, but for the collectors out there do NOT buy. This isn’t the North American console—they’re sending the Thailand/Philippines version."
1355,It's a piece of junk.,1.0 out of 5 stars,"The system is a piece of junk. I went through two Nintendo Switch Lite consoles, and both of them burnt out in just over a month. The first one I figured was just bad luck, but when a second one burns out as well... Then it's not just bad luck... It's a problem with the system itself.I recommend anyone considering getting one of these, to run in the opposite direction, and seek out a completely different brand of handheld or console system."
1356,Gee thanks for taking my money,2.0 out of 5 stars,When it worked it was great but totally killed the battery after a machine reset glitch hit us. Only lasted a month. NOT MENT FOR LONG HOURS OF GAMEPLAY
1357,Good console. Charger sucks.,2.0 out of 5 stars,The console itself is fine. But this came with a foreign electric plug and an adapter. Which makes the plug in be 3 inches long and heavy so it falls out of the outlet.
1358,Screen is too small.  Buttons suck.,1.0 out of 5 stars,"There are too many switch games that can barely be seen on the full size switch and those games are stupid small on this thing.  That is easily avoidable but the buttons are not.  Compared to the full size switch, all of the buttons feel mushy and cheap, especially the D-pad, it's atrocious.  I regret buying it rather than spending more and getting the ""good"" switch.  It's getting very dusty.  Also, the battery goes dead quickly when it's getting dusty."
1359,The controls will drift,2.0 out of 5 stars,"It’s a great product but with its poor build quality I can’t recommend it. The joycon is poorly designed and it will drift. The lite unlike the original, is a headache to repair. Stay away"
1360,Full of bugs and errors. Waste of money,1.0 out of 5 stars,"Nintendo is manipulating who wins their games in a biased way. Also, they make you pay monthly to play online and will ban you from online play if you leave a game before it's over. I will never buy a Nintendo system again."
1361,"Es una estafa, es un robo.",1.0 out of 5 stars,"Me ha llegado la caja únicamente con el cargador y el manual, no me ha llegado la consola, estoy muy molesto por esta situación."
1362,Requires WiFi Not Portable,1.0 out of 5 stars,I strongly recommend AGAINST buying the Switch Lite. Downloaded content can only be played while connected to the internet.HUGE downside and problem since this is meant to be portable!!! . This item is USELESS.
1363,Price gouging.,1.0 out of 5 stars,"Price gouger. Beware. Should be $199. Of people continue to pay these prices, their bot will continue to snatch up all the inventory and the vicious cycle continues."
1364,Not worth it unless you got money to burn,1.0 out of 5 stars,Remember they ask you for money every month! Pay my internet bill first! I bought you system plus a game I really shouldn't have to pay to use MY internet. Dose Nintendo pay my internet bill? No. So you shouldn't be able to make me pay to use my internet!
1365,Price gouging,1.0 out of 5 stars,I hope you spend the rest of your lives in jail and loose every cent you've ever made
1366,Too much money not the right price,1.0 out of 5 stars,To much for the Nintendo switch on tv it said 199.00 but on here is 200$ what a rip off
1367,BEWARE!!!,1.0 out of 5 stars,Switch lites should ONLY BE $199 so if you see anything above that it’s price gouging.
1368,Not worth anything over 200,1.0 out of 5 stars,Report to amazon if its not 199.99 not paying a penny over that.
1369,Illegal to price gouge in a state of emergency,1.0 out of 5 stars,"This is price gouging. I have exact same bundle, it sold for 200"
1370,Bad,1.0 out of 5 stars,Crap. Bad WiFi card and freezing right out of the box. Get your crap together Nintendo. Would not recommend.
1371,It sucks,1.0 out of 5 stars,Worst console never buy this it absolutely sucks:/
1372,Ridiculous,1.0 out of 5 stars,Purchase somewhere else. They're getting shameless by overcharging. And it's USED?!?!
1373,Aaahhh,1.0 out of 5 stars,Didn't know you had to set up a Nintendo account and does not include any preloaded games.Son lost interest
1374,Cancellation,1.0 out of 5 stars,I want to cancel my order
1375,Scratches on the screen... really?,1.0 out of 5 stars,The switch came with a scratched up screen... buyer beware.
1376,My favorite and only console!,5.0 out of 5 stars,"I'm a pc gamer but I had an interest in the switch after seeing the games coming out for it and the things you could do with it, but I didn't like how big and heavy it felt as i'm more of a walk around and play gamer since I do must of my gaming sitting down at my computer. I waited as people started talking about Nintendo having a plan of making a smaller version of the switch made me excited and here it finally is! well after amazon did me dirty even doe i pre ordered it months before it's release amazon gonna take my money right on the day it was supposed to come  on Friday September 27 I'm still salty about that but it's not Nintendo's fault so I wont mark down the review because of that.The things i love about this switch is that it's so light compared to the original as I held a friends one and I hated how it hurts my hands as I felt you had to play it either on the tv or table top mode but not with the lite. I could hold it for hours and not feel tired. I love how it literally fits into the pocket of my xl sweats as I can pull it out at any time I want. The screen is perfect even if it's smaller than the original. Your eyes can easily adjust and to me it feels better for pixel games or any games as they don't have to be stretched to fit the tv's screen as to me they look better on a smaller screen like they we're deigned for. I haven't had any joy stick drift on mine and the buttons feel nice and clicky to press. Same with the four directional pad. The Speakers sound nice and loud when audio is playing through them. It still has the micro sd slot and game cartridge slot and Headset jack on the console.My only problem with this thing is that I hate that the joycons don't come off. I was expected a mini version of the switch not a wii u game pad, but from what I read and seen on youtube videos it looks like it's an easy repair if you need to replace any parts out of it. The other thing I wish is that they still let you plug it into the tv. I know I said i like carrying it around but, I don't like playing on it while it's charging. Sometimes I wish I could dock it and keep playing as I get committed to the game i'm playing. Also when playing for a while I can feel the heat radiating on the back middle of the console. It's not too hot where it burns you and it's not damaging the console, but it's something you're going to notice when holding it.Overall this is my favorite and only console. I will probably be buying a stand and joycons to set up and play with some friends. I hope Nintendo keeps up the good work as to me in my eyes they are winning this console war hard."
1377,I love my switch lite and I’m happy I can finally play with my very own!,5.0 out of 5 stars,"I never owned a switch before, nevertheless a switch lite, so I’m no expert.However, the console has been working very nicely and in terms of quality of the product, shipping, and price it was a really good purchase!I really love the color in my switch, it’s just really vibrant and beautiful.I recommended buying the switch lite to people who want a less expensive version, and are fine without some abilities that the lite doesn’t have in contrary to the actual switch.It still does it’s job as switch console and plays the games I was looking towards playing. So I’m really happy with my switch lite!"
