Player name,Appearances,Goals Overview,Wins,Losses,Clean sheets,Goals Conceded,Tackles,Tackle success,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork
Eric Dier,252,12,143,58,81,250,337,71%,2,43,324,827,493,1,"1,046","1,077",879,57,595,427,1,7,8,"14,652",58.14,16,136,19%,22,949,38,0,197,7,12,6,5,1,5
Lucas Digne,139,5,52,55,36,183,274,62%,1,42,182,342,176,1,713,819,594,66,361,186,4,0,22,"5,611",40.37,35,974,26%,3,206,21,2,157,14,5,0,0,5,8
Diogo Dalot,57,0,27,18,11,67,109,72%,0,11,61,113,61,3,291,232,159,37,77,34,0,0,3,"2,035",35.7,6,135,30%,4,119,12,0,46,3,0,0,0,0,2
Issa Diop,104,7,40,42,17,148,133,61%,1,3,143,437,229,2,459,399,257,16,209,132,2,2,2,"3,610",34.71,4,1,1%,2,161,16,0,64,6,7,5,1,0,0
Matt Doherty,115,10,55,33,25,101,180,58%,1,24,144,193,139,1,455,651,510,62,350,241,1,0,14,"4,191",36.44,15,164,21%,8,142,8,1,94,6,10,4,2,4,2
Aaron Donnelly,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alfie Dorrington,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Cody Drameh,4,0,1,3,0,9,9,67%,0,0,2,4,0,0,8,14,10,3,2,1,0,0,0,86,21.5,0,3,33%,0,3,1,0,3,0,0,0,0,0,0
Shane Duffy,118,7,32,47,22,148,100,60%,1,14,130,739,517,9,436,683,336,15,526,221,0,1,2,"4,400",37.29,2,7,71%,0,355,21,1,84,12,7,4,2,1,3
Paul Dummett,146,3,50,60,30,172,239,72%,1,10,196,682,390,1,436,667,402,24,349,232,2,2,0,"4,384",30.03,4,215,20%,1,262,16,1,70,1,3,1,0,2,1
Lewis Dunk,186,12,51,76,51,248,199,56%,4,29,247,799,442,7,"1,196",820,517,26,518,286,6,2,5,"10,365",55.73,5,15,20%,6,878,28,4,118,4,12,8,4,0,2
Emerson,40,0,17,16,4,39,49,59%,0,7,31,39,22,0,125,138,91,27,34,23,0,0,1,"1,455",36.38,3,104,18%,2,41,4,0,21,2,0,0,0,0,1
Emerson Royal,43,1,24,12,7,41,96,61%,0,6,31,101,55,0,208,225,178,25,45,58,0,0,2,"1,580",36.74,1,108,20%,1,36,6,1,39,2,1,0,1,0,0
Pervis Estupiñán,11,0,5,5,0,13,15,53%,0,2,13,11,7,0,36,34,37,1,12,9,0,0,0,325,29.55,2,24,38%,1,8,3,0,11,2,0,0,0,0,0
Jonny Evans,352,14,169,106,94,375,516,70%,3,22,667,"2,029",881,4,"1,927","1,673",951,96,802,465,6,5,12,"16,767",47.63,8,62,32%,11,"1,214",54,3,279,4,14,9,5,0,3
Wout Faes,9,0,5,3,6,9,25,48%,0,0,9,31,11,0,49,48,30,1,18,13,0,0,0,633,70.33,0,0,0%,1,23,1,0,10,0,0,0,0,0,0
Malachi Fagan-Walcott,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Álvaro Fernández,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Junior Firpo,26,0,5,15,1,51,65,49%,0,2,25,33,16,1,96,126,119,16,30,22,1,0,2,832,32,3,26,23%,0,22,11,0,43,1,0,0,0,0,0
William Fish,1,0,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Wesley Fofana,39,0,18,12,7,45,70,69%,1,2,87,125,73,0,247,248,168,19,121,80,0,0,0,"2,544",65.23,0,2,2%,1,94,10,0,46,3,0,0,0,0,2
Taylor Foran,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Michael Forbes,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marlon Fossey,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Chris Francis,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ryan Fredericks,71,2,22,33,10,79,132,66%,1,6,52,146,77,2,216,270,222,27,71,73,0,1,4,"1,788",25.18,5,124,23%,1,51,16,0,51,2,2,0,2,0,0
Tyler Fredricson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
James Furlong,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Gabriel Magalhães,72,9,45,20,25,72,94,62%,6,13,51,233,132,1,362,323,188,9,142,103,0,3,0,"4,463",61.99,1,5,20%,4,173,10,2,51,1,9,4,1,3,1
Brooklyn Genesini,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Lewis Gibson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tarik Gidaree,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alfie Gilchrist,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ben Godfrey,85,0,23,47,17,136,125,64%,1,9,73,349,185,1,392,348,223,26,160,119,2,2,2,"3,589",42.22,2,21,33%,2,154,13,1,47,4,0,0,0,0,2
Joe Gomez,99,0,67,11,37,71,144,73%,1,5,120,226,104,0,532,435,330,49,199,156,0,1,4,"5,965",60.25,3,89,22%,2,292,19,0,77,1,0,0,0,0,0
Charlie Goode,6,0,2,2,1,6,7,71%,0,0,2,8,2,0,30,34,16,5,15,8,0,0,0,230,38.33,1,6,33%,0,16,3,0,5,0,0,0,0,0,0
Lewis Gordon,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ben Greenwood,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Seán Grehan,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marc Guéhi,50,2,15,16,13,61,51,43%,1,8,48,172,86,2,271,203,112,14,85,68,1,0,1,"3,252",65.04,2,3,3%,1,216,9,0,26,0,2,0,1,1,0
Frédéric Guilbert,25,0,7,13,2,36,74,58%,0,2,49,62,26,0,104,164,172,23,48,68,0,0,2,749,29.96,1,91,16%,0,40,7,0,36,2,0,0,0,0,0
Reece Hannam,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Riley Harbottle,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Bjorn Hardley,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Taylor Harwood-Bellis,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kortney Hause,32,3,9,15,6,49,28,50%,0,2,34,159,86,0,183,212,118,12,159,60,0,1,0,"1,253",39.16,1,0,0%,2,95,5,0,35,2,3,2,1,0,1
Kaine Hayden,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Michael Hector,4,0,0,3,0,10,3,67%,0,1,0,6,4,1,19,15,14,3,6,4,0,0,0,186,46.5,0,0,0%,0,20,2,0,5,0,0,0,0,0,0
Rico Henry,49,3,16,19,10,66,49,65%,0,6,38,83,43,0,254,170,208,36,45,60,0,0,1,"1,396",28.49,5,110,23%,2,47,2,0,30,2,3,2,0,1,0
Aaron Hickey,9,0,2,3,0,15,20,70%,0,2,10,9,5,0,32,48,32,7,4,4,0,0,0,249,27.67,0,13,8%,0,5,4,0,7,0,0,0,0,0,0
James Hill,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Leo Hjelde,2,0,1,1,0,5,5,80%,0,0,4,7,4,0,9,8,3,0,3,2,0,0,0,80,40,0,3,3%,0,3,0,0,1,0,0,0,0,0,0
Ki-Jana Hoever,20,0,3,11,1,16,24,50%,0,0,15,29,12,0,58,58,59,17,9,12,0,0,0,409,20.45,0,29,10%,0,12,2,0,9,2,0,0,0,0,0
Rob Holding,88,1,51,24,22,84,103,60%,2,4,82,327,194,1,373,339,282,25,194,144,1,0,1,"4,316",49.05,0,5,60%,1,217,12,1,63,2,1,1,0,0,1
Mason Holgate,122,3,48,42,28,153,212,64%,3,6,148,471,233,2,545,583,406,38,232,177,1,3,5,"4,518",37.03,8,93,16%,4,393,28,1,101,4,3,1,1,1,1
Bashir Humphreys,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nicolas Ioannou,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Reece James,89,7,47,21,19,81,139,65%,0,34,62,90,56,0,394,423,332,106,103,92,1,0,14,"4,446",49.96,21,397,23%,2,176,11,1,78,9,7,0,6,1,4
Pontus Jansson,43,3,14,20,8,66,43,53%,1,5,60,211,110,0,183,174,124,4,119,90,0,0,1,"1,728",40.19,1,1,1%,2,48,7,0,16,6,3,2,1,0,1
Julian Jeanvier,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
João Cancelo,95,5,68,14,41,66,219,63%,1,53,138,78,47,2,553,578,494,163,130,113,0,1,11,"6,786",71.43,22,282,17%,29,280,19,2,97,8,5,0,3,2,4
Kyle John,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jonny,100,5,34,36,19,115,233,55%,0,23,146,115,55,0,475,528,525,90,101,124,0,2,3,"3,419",34.19,5,140,19%,4,96,14,0,83,8,5,0,5,0,1
Juan Larios,5,0,1,4,0,2,7,86%,0,0,3,3,1,0,9,12,9,3,2,5,0,0,0,55,11,0,4,25%,0,1,0,0,1,0,0,0,0,0,0
James Justin,63,2,28,22,19,77,139,61%,0,9,73,136,84,1,292,356,289,35,84,123,1,0,2,"2,976",47.24,6,132,18%,0,90,5,0,39,7,2,0,2,0,1
Issa Kaboré,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Michal Karbownik,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
