Player name,Appearances,Goals overview,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
Hamza Choudhury,53,1,23,17,1,0.02,0,1,0,0,0,18,5,28%,0,2,2,"1,284",24.23,2,9,11%,1,54,5,1,34,0,67,49%,7,63,45,15,145,128,120,7,33,20,1
Ryan Christie,13,1,4,5,1,0.08,0,0,1,0,0,14,4,29%,1,0,0,222,17.08,0,2,50%,2,5,1,0,16,0,17,76%,5,8,8,5,51,54,67,14,4,10,0
Carney Chukwuemeka,17,0,7,4,0,17,0,0,0,0,0,6,2,33%,1,1,1,150,8.82,1,0,0%,0,4,0,0,5,0,9,33%,3,2,3,1,19,34,34,6,8,14,0
Catalin Cirjan,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Bobby Clark,1,0,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,1,1,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,2,0,0,0,0
Leighton Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jack Colback,183,9,50,86,9,0.05,0,1,8,0,0,89,27,30%,4,2,10,"5,959",32.56,10,263,22%,9,342,37,1,220,3,415,78%,19,313,238,73,852,826,702,56,96,140,1
Lewis Cook,90,0,27,41,0,90,0,0,0,0,0,39,6,15%,0,0,6,"3,104",34.49,3,77,30%,13,216,15,0,80,1,142,56%,18,81,60,21,498,314,394,90,37,69,1
Dominic Corness,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Conor Coventry,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Brandon Cover,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Amario Cozier-Duberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Michael Craig,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luke Cundle,4,0,2,2,0,4,0,0,0,0,0,0,0,0%,0,0,0,103,25.75,1,2,2%,2,6,0,0,3,0,4,75%,0,1,1,0,12,5,7,0,0,2,0
Mikkel Damsgaard,9,0,1,3,0,9,0,0,0,0,0,3,3,100%,0,1,0,108,12,2,9,33%,1,3,2,0,5,0,8,88%,0,2,3,0,23,16,22,3,1,6,0
Daniel Podence,74,8,30,28,8,0.11,1,4,3,0,0,101,42,42%,2,4,5,"1,613",21.8,14,109,25%,19,85,8,0,42,11,47,64%,34,28,7,3,222,229,293,90,14,45,0
Josh Dasilva,24,2,6,9,2,0.08,0,1,1,0,0,10,4,40%,0,0,1,397,16.54,3,18,22%,1,11,1,1,9,0,14,43%,4,3,9,4,52,52,43,18,8,4,0
Tom Davies,143,6,61,45,6,0.04,1,3,2,0,0,78,17,22%,3,4,5,"3,799",26.57,7,48,23%,12,178,28,0,148,10,174,60%,31,137,97,50,539,529,590,96,91,145,1
Lucas De Bolle,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kevin De Bruyne,224,60,156,30,60,0.27,0,41,19,4,4,555,198,36%,29,23,95,"11,561",51.61,146,"1,542",25%,177,610,17,0,181,23,290,64%,159,106,86,50,"1,029",887,"1,050",309,85,141,1
Fabian Delph,204,7,82,81,7,0.03,0,1,6,0,0,147,36,24%,5,3,8,"9,380",45.98,7,203,26%,15,544,32,3,151,1,418,71%,38,301,230,60,"1,094","1,040",741,271,135,169,5
Siriki Dembélé,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,2,2,0,0,0%,0,0,0,0,0,0,1,1%,0,1,0,0,0,2,3,1,0,1,0
Leander Dendoncker,132,9,54,45,9,0.07,2,4,3,0,0,95,35,37%,5,16,2,"4,153",31.46,4,31,26%,1,153,14,0,87,5,231,47%,15,111,181,116,522,580,516,42,271,242,1
Alfie Devine,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kiernan Dewsbury-Hall,43,2,16,17,2,0.05,0,0,2,0,0,32,5,16%,0,2,4,"1,716",39.91,6,115,10%,8,62,5,0,33,0,56,61%,13,34,32,16,225,167,183,42,26,30,0
Tyler Dibling,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Diego Rosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Elijah Dixon-Bonner,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Moussa Djenepo,67,3,20,35,3,0.04,0,2,1,0,0,47,12,26%,1,5,3,932,13.91,3,45,22%,2,18,12,1,67,6,104,58%,10,31,32,15,190,311,317,96,20,64,0
Cheick Oumar Doucouré,12,0,4,4,0,12,0,0,0,0,0,10,3,30%,1,0,1,484,40.33,2,1,100%,1,22,5,0,12,0,25,76%,2,20,12,4,65,41,41,3,8,7,0
Douglas Luiz,117,6,38,57,6,0.05,0,3,3,0,0,95,31,33%,1,3,9,"4,584",39.18,10,167,22%,12,278,24,2,164,0,179,54%,34,129,114,47,669,511,523,85,111,120,2
Flynn Downes,6,0,2,4,0,6,0,0,0,0,0,2,0,2%,0,0,0,100,16.67,0,2,2%,0,0,0,0,2,0,3,67%,2,1,1,1,13,10,10,0,3,3,0
Tommy Doyle,1,0,1,0,0,1,0,0,0,0,0,1,1,100%,0,0,0,20,20,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,1,1,0,0,0,0
Malcolm Ebiowei,3,0,0,3,0,3,0,0,0,0,0,0,0,0%,0,0,0,7,2.33,0,3,3%,0,1,0,0,0,0,1,100%,0,0,0,0,0,4,4,2,0,0,0
Pierre Ekwah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
Benjamin Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Mohamed Elyounoussi,60,4,12,31,4,0.07,1,0,3,0,0,84,31,37%,3,13,3,"1,102",18.37,5,97,22%,12,30,6,0,56,5,74,55%,23,27,50,23,198,222,288,47,62,81,0
Christian Eriksen,250,53,140,63,53,0.21,1,29,22,0,8,625,231,37%,18,23,70,"12,906",51.62,81,"1,351",23%,123,640,19,0,109,9,299,70%,210,171,139,53,"1,340",731,"1,105",190,116,201,1
Oliver Ewing,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Eberechi Eze,61,7,20,27,7,0.11,1,4,2,0,1,74,21,28%,2,2,10,"1,844",30.23,11,154,29%,4,56,4,0,29,2,52,58%,24,32,10,4,300,291,259,105,24,57,1
Fabinho,129,8,87,16,8,0.06,2,6,0,2,0,65,21,32%,0,4,6,"7,568",58.67,7,29,28%,12,349,27,0,145,0,252,53%,18,160,143,65,754,608,527,38,207,155,0
Fábio Carvalho,15,3,5,5,3,0.2,0,3,0,0,0,20,9,45%,0,2,0,216,14.4,1,6,17%,0,2,0,0,9,0,17,82%,4,6,0,0,30,40,57,10,5,13,0
Fábio Vieira,8,1,6,1,1,0.12,0,0,1,0,0,7,2,29%,0,0,1,115,14.38,1,8,25%,0,2,0,0,3,0,4,50%,3,3,0,0,18,9,15,3,1,1,0
Josh Feeney,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Fernandinho,264,20,187,40,20,0.08,2,16,2,0,0,248,70,28%,4,14,19,"16,566",62.75,29,77,22%,82,728,53,4,359,4,599,68%,57,383,442,285,"1,470","1,476","1,315",203,476,371,0
Billy Fewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ryan Finnigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ethan Fitzhugh,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marcelo Flores,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Shane Flynn,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Phil Foden,111,31,87,13,31,0.28,1,8,22,0,0,177,77,44%,7,17,16,"3,005",27.07,22,296,27%,18,59,2,0,48,18,70,59%,46,35,20,11,259,323,345,121,42,99,0
Tyrese Fornah,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Pablo Fornals,119,14,46,50,14,0.12,0,9,5,0,0,141,43,30%,6,12,12,"3,576",30.05,18,227,16%,20,163,10,0,76,21,157,57%,42,97,35,13,568,358,555,75,61,131,0
Adam Forshaw,60,0,13,28,0,60,0,0,0,0,0,42,10,24%,0,2,2,"2,200",36.67,3,59,19%,14,153,9,0,59,3,115,57%,13,55,35,14,299,226,260,35,28,52,1
Tariqe Fosu-Henry,1,0,0,1,0,1,0,0,0,0,0,1,1,100%,0,0,0,6,6,0,1,100%,0,0,0,0,0,0,0,0%,0,0,0,0,1,1,1,0,0,1,0
Tyrese Francois,2,0,0,1,0,2,0,0,0,0,0,0,0,0%,0,0,0,15,7.5,0,0,0%,0,0,0,0,0,0,0,0%,0,0,1,0,1,0,2,0,0,1,0
Ryan Fraser,173,18,48,80,18,0.1,0,14,4,0,1,175,76,43%,2,9,31,"4,203",24.29,48,909,24%,17,109,11,1,58,17,73,59%,52,81,95,41,517,449,456,71,42,142,0
Melkamu Frauendorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Fred,115,7,58,27,7,0.06,0,2,5,0,0,111,31,28%,4,5,5,"5,837",50.76,14,91,23%,25,338,22,0,152,3,242,50%,31,139,78,19,803,493,575,96,37,64,1
Remo Freuler,11,0,2,6,0,11,0,0,0,0,0,3,1,33%,0,0,0,358,32.55,0,3,33%,0,13,2,0,11,0,18,50%,1,12,16,6,42,35,30,3,8,7,0
Gabriel Martinelli,71,16,39,18,16,0.23,2,11,3,1,0,117,43,37%,5,14,9,"1,169",16.46,13,171,14%,9,41,3,1,63,18,66,64%,26,38,26,16,188,251,385,95,38,118,0
Conor Gallagher,76,11,19,30,11,0.14,0,10,1,0,0,89,33,37%,3,5,6,"2,191",28.83,9,218,25%,3,97,22,1,118,2,168,55%,22,64,57,24,408,430,468,75,52,83,0
James Garner,8,0,3,4,0,8,0,0,0,0,0,2,1,50%,0,0,0,88,11,0,6,6%,0,2,1,0,4,1,6,83%,1,4,2,0,15,9,12,0,2,2,0
Jean-Philippe Gbamin,6,0,1,1,0,6,0,0,0,0,0,0,0,0%,0,0,0,101,16.83,0,0,0%,0,2,0,0,2,0,6,67%,0,2,6,4,14,17,17,4,4,2,0
Morgan Gibbs-White,61,3,17,30,3,0.05,0,3,0,0,0,45,12,27%,1,7,3,"1,053",17.26,5,97,25%,13,45,5,0,29,3,26,65%,12,14,6,2,143,129,182,35,40,66,0
Alexander Gibson-Hammond,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ryan Giles,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Billy Gilmour,39,0,10,23,0,39,0,0,0,0,0,20,3,15%,0,0,1,"1,568",40.21,1,101,34%,3,98,2,0,33,1,50,50%,10,23,33,11,150,109,133,18,17,28,0
Ryan Glover,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Claudio Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Daniel Gore,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jack Grealish,130,19,55,53,19,0.15,1,13,5,0,0,204,69,34%,4,17,19,"4,259",32.76,33,322,22%,6,151,18,0,107,19,99,65%,76,66,27,11,512,811,571,237,74,100,1
Harvey Griffiths,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Pascal Groß,169,22,43,68,22,0.13,2,16,4,5,1,170,63,37%,3,9,29,"5,975",35.36,53,"1,020",30%,31,340,13,0,109,37,194,52%,55,82,88,32,608,399,637,42,88,205,0
Idrissa Gueye,144,3,46,63,3,0.02,0,3,0,0,0,97,21,22%,2,3,5,"7,481",51.95,3,52,25%,9,378,36,1,237,2,563,72%,34,379,164,53,"1,216","1,048",734,140,136,122,2
Ilkay Gündogan,169,38,128,25,38,0.22,5,25,8,3,1,257,82,32%,7,19,14,"9,419",55.73,25,252,27%,54,360,15,0,74,8,142,56%,80,127,69,28,757,452,455,129,77,84,0
Darko Gyabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Oliver Hammond,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Isak Hansen-Aaröen,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luke Harris,2,0,1,1,0,2,0,0,0,0,0,0,0,0%,0,0,0,6,3,0,1,1%,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,1,0,0,0,0
Jack Harrison,84,17,28,39,17,0.2,0,8,9,0,0,99,41,41%,2,8,12,"2,197",26.15,18,375,17%,11,60,7,0,71,17,137,60%,25,40,40,14,387,361,545,114,48,113,0
Kai Havertz,69,15,33,19,15,0.22,5,2,8,0,0,111,50,45%,2,24,6,"1,701",24.65,4,23,17%,5,21,8,0,89,31,51,47%,23,8,64,50,162,237,361,44,94,111,1
Maxwell Haygarth,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,408,33,223,90,33,0.08,1,24,8,1,2,397,109,27%,11,19,52,"22,340",54.75,61,881,23%,145,"1,400",37,2,332,32,738,70%,113,502,377,150,"2,316","1,328","1,362",161,277,264,1
Jeff Hendrick,147,12,49,67,12,0.08,1,10,1,0,0,108,27,25%,0,7,6,"3,577",24.33,7,100,21%,10,155,20,2,112,36,100,54%,40,98,107,51,570,386,591,90,107,172,0
Yangel Herrera,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jack Hinchy,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
George Hirst,2,0,0,2,0,2,0,0,0,0,0,3,1,33%,0,0,0,5,2.5,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,2,5,2,0,3,1,0
Joseph Hodge,3,0,1,2,0,3,0,0,0,0,0,1,0,1%,0,0,0,42,14,0,0,0%,0,0,1,0,2,0,3,33%,1,0,0,0,4,3,5,0,0,0,0
Conor Hourihane,31,4,9,15,4,0.13,0,1,3,0,1,34,12,35%,1,1,6,745,24.03,10,139,23%,1,24,4,0,15,4,16,63%,13,9,28,10,83,55,51,4,15,9,0
Callum Hudson-Odoi,72,4,37,18,4,0.06,0,4,0,0,0,70,21,30%,2,5,11,"1,565",21.74,15,177,25%,1,70,2,0,33,15,55,64%,32,16,14,4,145,183,206,75,9,30,0
Will Hughes,101,5,32,49,5,0.05,0,1,4,0,0,78,16,21%,0,5,9,"2,753",27.26,9,137,22%,7,54,20,0,146,2,215,58%,29,85,64,26,436,498,495,66,62,109,0
Omari Hutchinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile Højbjerg,197,11,82,73,11,0.06,0,9,2,0,0,203,64,32%,5,11,12,"11,946",60.64,14,118,31%,34,617,33,2,251,2,434,60%,49,291,262,143,"1,598","1,065",977,170,221,171,2
Bradley Ibrahim,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tim Iroegbunam,3,0,2,0,0,3,0,0,0,0,0,1,0,1%,0,0,0,27,9,0,0,0%,0,0,1,0,2,0,5,80%,0,2,1,1,9,8,2,0,3,0,0
Vitaly Janelt,46,5,15,17,5,0.11,1,0,4,0,0,35,14,40%,0,2,1,"1,381",30.02,2,50,16%,4,83,4,0,36,3,86,52%,12,42,44,22,221,193,125,20,49,37,0
Jack Jenkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Teddy Jenks,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Mathias Jensen,46,1,13,22,1,0.02,0,1,0,0,0,26,7,27%,1,4,4,"1,214",26.39,7,149,35%,5,118,2,0,32,4,68,51%,6,37,19,3,168,115,165,19,12,23,0
João Moutinho,157,5,58,59,5,0.03,0,4,1,0,1,83,21,25%,1,0,16,"7,948",50.62,21,666,29%,21,518,20,1,189,4,384,53%,25,182,120,43,"1,005",627,740,60,79,122,0
João Palhinha,14,2,5,5,2,0.14,1,1,0,0,0,15,6,40%,0,0,0,476,34,0,2,2%,0,30,5,0,15,0,65,58%,2,13,21,10,71,114,61,3,29,14,0
Curtis Jones,49,3,30,8,3,0.06,0,3,0,0,0,49,19,39%,1,1,3,"1,793",36.59,4,16,19%,3,43,2,0,34,2,35,60%,17,28,13,4,160,146,169,52,23,28,0
Jorginho,138,21,75,29,21,0.15,0,21,0,19,0,66,32,48%,0,4,5,"9,650",69.93,21,19,26%,64,383,28,0,131,0,291,54%,15,216,105,44,976,553,584,62,63,104,2
Boubacar Kamara,9,0,4,4,0,9,0,0,0,0,0,2,0,2%,0,0,0,395,43.89,0,0,0%,0,22,2,0,17,0,30,43%,0,4,15,8,55,51,45,3,10,9,0
N'Golo Kanté,222,12,129,43,12,0.05,0,7,5,0,0,149,42,28%,0,11,16,"11,822",53.25,20,107,26%,36,469,31,0,275,8,676,62%,55,504,215,93,"1,673","1,164","1,132",251,151,247,2
Hayao Kawabe,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Neeskens Kebano,24,0,4,15,0,24,0,0,0,0,0,16,2,13%,2,1,3,233,9.71,2,29,17%,0,1,0,0,11,3,15,40%,4,1,7,4,58,53,67,16,5,19,0
Naby Keïta,76,7,59,5,7,0.09,1,4,2,0,0,74,26,35%,2,5,5,"2,782",36.61,9,23,9%,19,52,5,0,68,1,124,46%,27,45,23,11,298,258,276,70,28,54,0
Kenedy,55,4,19,23,4,0.07,0,0,4,0,0,71,14,20%,5,4,4,"1,178",21.42,5,81,26%,5,35,2,0,42,7,83,58%,29,61,34,13,253,223,272,74,15,41,0
Nohan Kenneh,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Reda Khadra,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,1,0
Gavin Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Mateusz Klich,79,5,25,38,5,0.06,0,5,0,2,0,81,30,37%,1,1,7,"2,552",32.3,5,101,19%,7,80,12,0,93,8,96,54%,24,22,34,11,352,189,295,34,23,33,0
Anthony Knockaert,72,5,16,36,5,0.07,0,1,4,0,0,81,22,27%,2,7,7,"1,723",23.93,9,245,26%,6,83,8,2,49,11,79,68%,26,56,19,8,312,263,280,103,33,29,0
Cheikhou Kouyaté,270,15,85,107,15,0.06,7,7,0,0,0,185,60,32%,9,12,11,"8,049",29.81,6,111,17%,8,303,34,1,320,16,575,66%,36,383,580,345,"1,386","1,653","1,323",153,692,518,1
Mateo Kovacic,126,3,68,31,3,0.02,0,3,0,0,0,102,19,19%,1,3,12,"6,773",53.75,16,30,17%,43,288,21,0,85,0,217,61%,43,62,59,24,577,590,400,211,39,48,0
Kacper Kozlowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alex Král,1,0,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,2,2,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,1,1,0,1,1,0
Dejan Kulusevski,27,6,17,6,6,0.22,0,0,6,0,0,39,13,33%,0,3,13,656,24.3,10,42,29%,8,8,3,0,27,5,27,52%,18,14,2,2,114,90,129,37,5,10,0
Adam Lallana,261,32,117,69,32,0.12,1,14,15,0,0,321,109,34%,9,25,31,"8,464",32.43,30,507,20%,49,185,21,0,173,60,392,71%,104,198,148,57,"1,100","1,059","1,264",243,149,288,0
Manuel Lanzini,174,26,57,72,26,0.15,1,20,5,5,1,225,71,32%,2,13,17,"6,750",38.79,22,289,26%,26,178,22,0,69,25,160,63%,63,144,45,12,872,636,634,287,27,87,1
Roméo Lavia,7,1,2,4,1,0.14,0,1,0,0,0,4,2,50%,0,0,0,257,36.71,0,0,0%,1,16,2,0,5,0,11,64%,1,12,3,0,57,29,26,7,2,2,0
Marc Leonard,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jefferson Lerma,78,5,23,40,5,0.06,2,2,1,0,0,75,15,20%,2,3,2,"3,608",46.26,5,11,18%,6,185,26,1,100,5,118,64%,15,124,177,109,604,434,367,50,160,140,0
Thakgalo Leshabela,1,0,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,7,7,0,1,1%,0,0,0,0,0,0,0,0%,0,0,0,0,2,0,1,0,0,0,0
Lewis Hall,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,21,21,0,4,25%,0,4,0,0,0,0,1,1%,0,3,1,0,3,6,8,2,0,1,0
Myles Lewis-Skelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Hayden Lindley,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jesse Lingard,178,29,86,47,29,0.16,2,22,5,2,0,238,99,42%,6,20,14,"4,544",25.53,21,170,15%,34,81,20,0,174,29,154,68%,72,60,39,5,453,441,650,119,20,108,0
Giovani Lo Celso,55,1,25,15,1,0.02,0,0,1,0,0,42,10,24%,1,3,3,"1,685",30.64,5,98,18%,9,67,11,0,49,1,87,63%,10,17,22,9,194,229,244,49,22,40,0
Ruben Loftus-Cheek,146,10,58,45,10,0.07,2,7,1,0,0,141,37,26%,1,12,8,"4,037",27.65,14,42,24%,14,88,6,0,91,12,124,55%,48,70,88,59,542,734,681,223,165,204,0
Sean Longstaff,93,4,37,33,4,0.04,0,3,1,0,0,75,19,25%,2,6,5,"2,545",27.37,8,85,26%,5,175,9,1,74,1,154,58%,23,64,67,26,337,316,364,23,58,79,2
Lucas Paquetá,8,0,2,4,0,8,0,0,0,0,0,19,7,37%,1,1,2,288,36,1,8,8%,4,11,2,0,16,1,18,83%,4,5,12,9,35,43,41,4,15,6,0
Isaac Mabaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alexis Mac Allister,77,11,25,28,11,0.14,0,11,0,5,1,117,26,22%,3,6,3,"2,295",29.81,5,114,21%,9,97,9,0,69,5,144,58%,50,43,24,9,355,311,303,47,45,51,1
James Maddison,146,40,64,53,40,0.27,0,30,10,1,8,343,116,34%,8,14,27,"5,371",36.79,41,711,26%,63,269,19,1,117,17,204,53%,112,50,24,7,530,715,609,168,27,87,0
Paris Maghoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kobbie Mainoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
