Player name,Appearances,Goals,Wins,Losses,Goals.1,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
Layvin Kurzawa,1,0,0,1,0,3.0,2,50%,0,0,1,1,1,0,2,2,1,0,0,0,0,0,0.0,7,7.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Alexandre Lacazette,158,54,75,50,54,0.34,5,42,7,7,1,292,135,46%,5,46,25,"2,956",18.71,21,70,14,0.0,192,74.0,135.0,60,46,65.0,49,,,,,,,,,,,
Ethan Laird,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Adam Lallana,261,32,117,69,32,0.12,1,14,15,0,0,321,109,34%,9,25,31,"8,464",32.43,30,507,20%,49.0,185,21.0,0.0,173,60,392.0,71%,104.0,198.0,148.0,57.0,"1,100","1,059","1,264",243.0,149.0,288.0,0.0
Tariq Lamptey,61,1,17,22,5,45.0,64,69%,0,9,59,46,22,0,204,248,237,63,16,49,0,0,4.0,"1,248",20.46,10.0,165,21%,3.0,13,9.0,1.0,65.0,4.0,1,0,1,0.0,0.0,,
Daniel Langley,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Manuel Lanzini,174,26,57,72,26,0.15,1,20,5,5,1,225,71,32%,2,13,17,"6,750",38.79,22,289,26%,26.0,178,22.0,0.0,69,25,160.0,63%,63.0,144.0,45.0,12.0,872,636,634,287.0,27.0,87.0,1.0
Aymeric Laporte,112,8,91,11,48,69.0,111,50%,3,15,102,246,148,0,601,408,243,17,232,136,0,1,3.0,"9,396",83.89,2.0,16,19%,6.0,469,11.0,1.0,63.0,6.0,8,6,1,1.0,1.0,,
Richie Laryea,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Jamaal Lascelles,156,9,45,70,33,199.0,119,53%,6,11,157,850,479,6,693,668,374,18,477,224,2,4,1.0,"4,958",31.78,2.0,8,0%,2.0,309,26.0,1.0,103.0,3.0,9,9,0,0.0,2.0,,
Roméo Lavia,7,1,2,4,1,0.14,0,1,0,0,0,4,2,50%,0,0,0,257,36.71,0,0,0%,1.0,16,2.0,0.0,5,0,11.0,64%,1.0,12.0,3.0,0.0,57,29,26,7.0,2.0,2.0,0.0
Marcel Lavinier,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Nico Lawrence,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Zan-Luk Leban,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Dexter Lembikisa,1,0,0,1,0,1.0,0,0%,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0.0,11,11.0,0.0,1,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Clément Lenglet,8,0,5,3,0,14.0,10,50%,0,3,4,12,7,0,28,29,16,1,14,7,0,0,1.0,428,53.5,1.0,3,33%,0.0,19,0.0,0.0,5.0,0.0,0,0,0,0.0,0.0,,
Bernd Leno,114,27,49,37,373,2.0,53,59,27,48,639,832,27,151,8,1,2,1,2,0,0,"3,213",28.18,428,,,,,,,,,,,,,,,,,
Léo Bonatini,7,0,3,3,0,0.0,0,0,0,0,0,9,1,11%,0,2,1,57,8.14,0,4,0,0.0,0,0.0,1.0,2,0,0.0,0,,,,,,,,,,,
Marc Leonard,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Jefferson Lerma,78,5,23,40,5,0.06,2,2,1,0,0,75,15,20%,2,3,2,"3,608",46.26,5,11,18%,6.0,185,26.0,1.0,100,5,118.0,64%,15.0,124.0,177.0,109.0,604,434,367,50.0,160.0,140.0,0.0
Thakgalo Leshabela,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,7,7.00,0,1,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0
Rico Lewis,3,0,3,0,0,0.0,2,50%,0,0,1,1,1,0,4,2,1,0,0,0,0,0,0.0,38,12.67,0.0,0,0%,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Lewis Hall,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,21,21.00,0,4,25%,0.0,4,0.0,0.0,0,0,1.0,0%,0.0,3.0,1.0,0.0,3,6,8,2.0,0.0,1.0,0.0
Keane Lewis-Potter,7,0,1,1,0,0.0,0,0,0,0,0,7,2,29%,0,2,1,58,8.29,2,5,0,0.0,1,0.0,0.0,3,0,2.0,1,,,,,,,,,,,
Victor Lindelöf,144,3,70,34,38,172.0,129,60%,1,6,122,511,252,0,780,503,323,21,311,188,2,2,4.0,"7,802",54.18,7.0,5,0%,8.0,304,12.0,0.0,96.0,3.0,3,1,1,1.0,0.0,,
Hayden Lindley,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Jesse Lingard,178,29,86,47,29,0.16,2,22,5,2,0,238,99,42%,6,20,14,"4,544",25.53,21,170,15%,34.0,81,20.0,0.0,174,29,154.0,68%,72.0,60.0,39.0,5.0,453,441,650,119.0,20.0,108.0,0.0
Mateusz Lis,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Tino Livramento,28,1,7,10,6,42.0,54,52%,0,3,47,47,23,0,176,144,99,30,24,25,0,0,1.0,906,32.36,4.0,62,19%,2.0,27,2.0,0.0,12.0,1.0,1,1,0,0.0,2.0,,
Diego Llorente,50,4,18,18,10,68.0,100,62%,0,5,75,135,67,1,331,248,187,16,101,94,0,2,0.0,"2,492",49.84,1.0,5,0%,2.0,149,9.0,0.0,44.0,0.0,4,1,1,2.0,1.0,,
Hugo Lloris,351,124,201,82,952,5.0,199,270,104,288,"1,629","2,532",124,380,22,0,5,0,3,0,0,"8,725",24.86,"1,951",,,,,,,,,,,,,,,,,
Giovani Lo Celso,55,1,25,15,1,0.02,0,0,1,0,0,42,10,24%,1,3,3,"1,685",30.64,5,98,18%,9.0,67,11.0,0.0,49,1,87.0,63%,10.0,17.0,22.0,9.0,194,229,244,49.0,22.0,40.0,0.0
Jürgen Locadia,35,3,7,21,3,0.09,0,1,2,0,0,37,12,32%,1,4,1,402,11.49,1,16,1,0.0,25,13.0,16.0,9,10,9.0,4,,,,,,,,,,,
Ruben Loftus-Cheek,146,10,58,45,10,0.07,2,7,1,0,0,141,37,26%,1,12,8,"4,037",27.65,14,42,24%,14.0,88,6.0,0.0,91,12,124.0,55%,48.0,70.0,88.0,59.0,542,734,681,223.0,165.0,204.0,0.0
Joe Lolley,6,1,1,2,1,0.17,0,0,1,0,0,3,3,100%,0,0,0,65,10.83,0,8,1,0.0,3,0.0,2.0,0,3,1.0,0,,,,,,,,,,,
Andy Lonergan,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Shane Long,344,56,117,150,56,0.16,15,28,12,1,0,413,167,40%,17,64,23,"4,661",13.55,25,308,29,0.0,410,192.0,240.0,56,127,183.0,114,,,,,,,,,,,
Emmanuel Longelo,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Sean Longstaff,93,4,37,33,4,0.04,0,3,1,0,0,75,19,25%,2,6,5,"2,545",27.37,8,85,26%,5.0,175,9.0,1.0,74,1,154.0,58%,23.0,64.0,67.0,26.0,337,316,364,23.0,58.0,79.0,2.0
Ademola Lookman,96,11,28,37,11,0.11,0,7,4,0,0,126,44,35%,4,10,7,"1,948",20.29,14,170,7,0.0,90,22.0,88.0,42,40,16.0,7,,,,,,,,,,,
Jonas Lössl,71,14,12,43,193,3.0,43,49,9,36,206,540,14,117,5,1,2,0,0,0,2,"2,345",33.03,758,,,,,,,,,,,,,,,,,
Jamal Lowe,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Luca Ashby-Hammond,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Lucas Moura,145,19,76,48,19,0.13,4,11,4,0,0,162,54,33%,4,19,15,"2,948",20.33,21,106,11,0.0,103,25.0,159.0,43,79,79.0,59,,,,,,,,,,,
Lucas Paquetá,8,0,2,4,0,0.0,0,0,0,0,0,19,7,37%,1,1,2,288,36.00,1,8,0%,4.0,11,2.0,0.0,16,1,18.0,83%,4.0,5.0,12.0,9.0,35,43,41,4.0,15.0,6.0,0.0
Romelu Lukaku,278,121,126,85,121,0.44,25,34,60,7,1,724,331,46%,23,89,35,"5,999",21.58,42,295,20,0.0,198,206.0,68.0,175,13,129.0,95,,,,,,,,,,,
Lyanco,22,0,7,10,1,22.0,23,74%,0,4,16,58,22,0,97,61,51,6,23,19,0,2,0.0,502,22.82,0.0,4,0%,0.0,25,4.0,0.0,16.0,0.0,0,0,0,0.0,0.0,,
Lyle Taylor,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Brooklyn Lyons-Foster,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Isaac Mabaya,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Alexis Mac Allister,77,11,25,28,11,0.14,0,11,0,5,1,117,26,22%,3,6,3,"2,295",29.81,5,114,21%,9.0,97,9.0,0.0,69,5,144.0,58%,50.0,43.0,24.0,9.0,355,311,303,47.0,45.0,51.0,1.0
James Maddison,146,40,64,53,40,0.27,0,30,10,1,8,343,116,34%,8,14,27,"5,371",36.79,41,711,26%,63.0,269,19.0,1.0,117,17,204.0,53%,112.0,50.0,24.0,7.0,530,715,609,168.0,27.0,87.0,0.0
Paris Maghoma,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Harry Maguire,207,11,87,73,52,275.0,255,66%,5,37,326,873,547,1,"1,220","1,234",611,119,708,277,1,3,8.0,"11,199",54.1,9.0,39,15%,6.0,924,46.0,2.0,179.0,19.0,11,7,4,0.0,7.0,,
Riyad Mahrez,263,78,147,65,78,0.3,4,10,63,12,3,557,234,42%,16,39,51,"8,078",30.71,93,938,8,0.0,141,56.0,247.0,162,157,59.0,24,,,,,,,,,,,
Kobbie Mainoo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Ainsley Maitland-Niles,94,1,39,33,1,0.01,0,1,0,0,0,28,8,29%,1,2,3,"2,809",29.88,5,82,23%,4.0,111,10.0,2.0,56,3,152.0,59%,7.0,97.0,102.0,43.0,386,333,351,87.0,41.0,68.0,0.0
Malachi Boateng,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Tyrell Malacia,9,0,5,4,2,7.0,15,73%,0,1,8,13,3,0,27,26,29,2,4,1,0,0,0.0,214,23.78,0.0,5,40%,0.0,5,2.0,0.0,13.0,0.0,0,0,0,0.0,0.0,,
Sadio Mané,263,111,162,44,111,0.42,15,65,31,0,0,629,262,42%,16,96,38,"8,103",30.81,63,386,29,3.0,317,165.0,304.0,143,118,73.0,43,,,,,,,,,,,
Orel Mangala,7,0,2,3,0,0.0,0,0,0,0,0,4,1,25%,1,0,0,111,15.86,0,3,0%,1.0,2,0.0,0.0,2,0,6.0,50%,2.0,1.0,1.0,0.0,15,16,14,1.0,4.0,1.0,0.0
Javier Manquillo,123,2,35,58,21,149.0,228,67%,0,4,118,258,109,0,399,479,377,58,116,107,0,0,7.0,"2,780",22.6,5.0,197,15%,1.0,92,20.0,0.0,87.0,12.0,2,0,2,0.0,0.0,,
Sékou Mara,9,0,1,6,0,0.0,0,0,0,0,0,11,3,27%,0,0,1,33,3.67,2,0,0,0.0,6,2.0,5.0,2,0,2.0,0,,,,,,,,,,,
Marçal,31,0,15,13,7,23.0,55,49%,0,5,40,58,35,0,124,118,108,14,37,26,0,0,0.0,991,31.97,1.0,73,15%,0.0,39,5.0,0.0,41.0,1.0,0,0,0,0.0,1.0,,
Marcelo Pitaluga,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Solly March,156,4,39,63,4,0.03,2,1,1,0,0,161,51,32%,4,12,12,"3,720",23.85,21,595,22%,4.0,207,8.0,0.0,144,36,233.0,54%,52.0,112.0,129.0,53.0,601,664,747,200.0,103.0,195.0,0.0
Emiliano Marcondes,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0%,0.0,1,0.0,0.0,0,0,0.0,0%,0.0,0.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0
Pablo Marí,14,0,7,5,5,12.0,22,59%,0,1,13,48,27,0,55,64,45,3,36,28,0,0,0.0,821,58.64,1.0,0,0%,0.0,30,3.0,0.0,11.0,0.0,0,0,0,0.0,0.0,,
Dilan Markanday,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Marquinhos,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,3,3.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Filip Marschall,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Anthony Martial,180,58,94,42,58,0.32,6,41,11,3,0,320,150,47%,5,38,28,"4,303",23.91,41,211,8,1.0,141,67.0,79.0,81,30,66.0,36,,,,,,,,,,,
David Martin,5,2,2,3,15,0.0,1,1,0,0,12,44,2,6,1,0,1,0,0,0,0,111,22.2,40,,,,,,,,,,,,,,,,,
Emiliano Martínez,104,35,42,45,320,3.0,11,115,30,28,471,721,35,128,3,0,9,0,2,0,0,"2,875",27.64,591,,,,,,,,,,,,,,,,,
Arthur Masuaku,105,1,38,41,17,127.0,247,61%,0,7,119,170,85,0,564,624,530,215,97,90,0,1,9.0,"3,328",31.7,10.0,256,17%,4.0,146,15.0,1.0,90.0,3.0,1,0,0,1.0,0.0,,
Tawanda Maswanhise,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Juan Mata,278,52,145,66,52,0.19,2,7,43,3,8,372,138,37%,11,29,54,"11,873",42.71,70,"1,118",24%,92.0,654,19.0,1.0,137,106,203.0,70%,102.0,136.0,67.0,6.0,"1,131",637,916,178.0,23.0,70.0,1.0
Mateo Joseph,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,1.0,0,,,,,,,,,,,
Jean-Philippe Mateta,40,7,10,18,7,0.17,2,3,2,0,0,52,24,46%,0,4,1,338,8.45,1,8,4,0.0,26,19.0,11.0,8,5,22.0,16,,,,,,,,,,,
Matheus Nunes,12,0,2,7,0,0.0,0,0,0,0,0,15,3,20%,1,1,1,308,25.67,2,14,7%,3.0,22,1.0,0.0,17,0,22.0,64%,5.0,3.0,12.0,8.0,42,53,55,10.0,8.0,8.0,0.0
Nemanja Matic,251,6,150,48,6,0.02,0,2,4,0,0,146,39,27%,3,7,23,"14,518",57.84,17,102,21%,33.0,845,41.0,3.0,274,14,547.0,67%,49.0,390.0,433.0,272.0,"1,823","1,342","1,147",269.0,390.0,266.0,1.0
Joël Matip,130,8,86,11,49,102.0,200,71%,1,20,180,489,277,2,667,653,316,31,366,161,0,2,5.0,"8,315",63.96,9.0,7,0%,10.0,392,13.0,0.0,75.0,1.0,8,5,3,0.0,6.0,,
Matthew Craig,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Remi Matthews,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Matty Longstaff,14,2,2,8,2,0.14,0,2,0,0,0,4,2,50%,1,0,0,394,28.14,1,6,50%,1.0,13,1.0,0.0,9,0,6.0,50%,1.0,12.0,5.0,3.0,62,32,43,5.0,11.0,9.0,0.0
Neal Maupay,112,27,29,43,27,0.24,3,18,6,5,0,241,83,34%,1,28,7,"2,033",18.15,13,32,12,1.0,105,34.0,62.0,74,20,15.0,5,,,,,,,,,,,
Konstantinos Mavropanos,7,0,3,4,1,4.0,2,50%,0,0,13,16,10,0,19,13,14,3,6,10,0,0,0.0,240,34.29,1.0,0,0%,0.0,19,1.0,1.0,4.0,0.0,0,0,0,0.0,0.0,,
Alfie Mawson,80,6,21,42,17,127.0,72,72%,1,7,84,455,259,1,421,382,230,42,238,147,2,2,1.0,"3,439",42.99,2.0,6,17%,2.0,398,6.0,0.0,35.0,1.0,6,3,3,0.0,2.0,,
Kevin Mbabu,9,0,2,5,0,12.0,14,79%,0,0,6,4,1,0,15,26,27,5,5,8,0,0,1.0,105,11.67,1.0,9,33%,0.0,5,1.0,0.0,7.0,1.0,0,0,0,0.0,0.0,,
Loïc Mbe Soh,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Luke Mbete,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Bryan Mbeumo,50,7,16,20,7,0.14,0,0,7,2,0,105,35,33%,8,13,8,"1,001",20.02,9,122,24%,8.0,34,7.0,0.0,29,16,35.0,57%,24.0,14.0,20.0,8.0,180,172,298,54.0,39.0,121.0,0.0
Xavier Mbuyamba,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
James McArthur,319,23,103,139,23,0.07,6,10,7,0,0,228,67,29%,3,12,23,"11,703",36.69,25,165,20%,35.0,643,52.0,0.0,424,16,694.0,71%,74.0,445.0,359.0,132.0,"1,682","1,488","1,638",189.0,353.0,428.0,0.0
James McAtee,2,0,2,0,0,0.0,0,0,0,0,0,1,0,0%,0,0,0,13,6.50,0,0,0%,0.0,0,0.0,0.0,1,0,0.0,0%,0.0,0.0,0.0,0.0,1,2,5,1.0,1.0,0.0,0.0
Kasey McAteer,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0
Connor McAvoy,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Alfie McCalmont,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Liam McCarron,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,2,2.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0
Alex McCarthy,141,29,37,63,448,1.0,78,131,29,35,509,"1,074",29,229,8,0,6,0,1,0,0,"3,625",25.71,842,,,,,,,,,,,,,,,,,
Thomas McGill,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
John McGinn,115,9,39,55,9,0.08,0,0,9,0,0,161,51,32%,3,8,12,"3,771",32.79,18,253,25%,25.0,353,27.0,0.0,157,1,258.0,62%,42.0,114.0,70.0,21.0,662,738,616,158.0,77.0,103.0,0.0
Scott McKenna,14,0,2,8,3,30.0,11,55%,0,0,10,66,31,0,53,43,27,5,24,15,0,1,0.0,579,41.36,1.0,2,50%,0.0,29,4.0,0.0,7.0,0.0,0,0,0,0.0,0.0,,
Stuart McKinstry,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,3,3.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0
Dwight McNeil,149,9,42,66,9,0.06,0,0,9,0,0,164,46,28%,4,5,17,"3,776",25.34,33,854,11,0.0,73,5.0,235.0,59,117,107.0,47,,,,,,,,,,,
Charlie McNeill,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Scott McTominay,132,11,70,29,11,0.08,1,7,3,0,0,105,34,32%,1,6,3,"4,622",35.02,7,47,19%,6.0,228,23.0,0.0,176,3,195.0,56%,40.0,130.0,189.0,129.0,621,690,544,107.0,226.0,146.0,1.0
Ben Mee,231,11,66,101,66,318.0,312,57%,7,17,349,"1,367",804,12,"1,285","1,325",820,44,837,533,5,6,5.0,"8,620",37.32,12.0,76,16%,1.0,877,43.0,0.0,147.0,9.0,11,9,1,1.0,7.0,,
Hannibal Mejbri,3,0,1,2,0,0.0,0,0,0,0,0,1,1,100%,0,0,0,24,8.00,0,0,0%,0.0,0,2.0,0.0,3,1,2.0,50%,0.0,0.0,0.0,0.0,1,5,8,2.0,0.0,1.0,0.0
Édouard Mendy,74,31,39,17,155,1.0,16,47,7,30,322,412,31,68,3,0,6,0,2,0,0,"1,927",26.04,270,,,,,,,,,,,,,,,,,
Teden Mengi,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Chris Mepham,39,1,8,22,6,67.0,47,45%,1,2,42,203,106,0,149,157,111,6,89,61,1,2,1.0,"1,479",37.92,1.0,4,25%,0.0,63,7.0,0.0,30.0,1.0,1,0,1,0.0,0.0,,
Illan Meslier,87,18,29,39,327,1.0,54,53,10,41,636,652,18,157,3,1,2,0,1,0,0,"2,541",29.21,360,,,,,,,,,,,,,,,,,
Matt Miazga,2,0,1,1,1,1.0,3,100%,0,0,2,9,4,0,5,11,10,0,7,8,0,1,0.0,90,45.0,0.0,0,0%,0.0,3,1.0,0.0,1.0,1.0,0,0,0,0.0,0.0,,
Alex Mighten,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Luka Milivojevic,174,28,57,71,28,0.16,0,28,0,22,3,176,62,35%,5,5,5,"7,456",42.85,11,457,28%,12.0,499,43.0,1.0,267,2,356.0,61%,52.0,277.0,270.0,125.0,969,791,755,65.0,216.0,164.0,5.0
Amari Miller,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Stanley Mills,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
James Milner,600,55,309,144,55,0.09,1,38,8,17,4,523,157,30%,7,14,87,"17,970",29.95,50,"2,354",23%,114.0,957,70.0,3.0,480,45,867.0,76%,182.0,475.0,464.0,149.0,"1,927","1,998","2,388",325.0,381.0,550.0,2.0
Yerry Mina,80,5,35,26,14,83.0,87,61%,1,9,72,296,179,1,313,379,227,7,248,147,1,3,1.0,"3,494",43.67,2.0,7,14%,1.0,223,12.0,0.0,61.0,4.0,5,4,1,0.0,0.0,,
Takumi Minamino,40,6,23,11,6,0.15,0,5,1,0,0,35,14,40%,0,4,0,561,14.03,2,14,7%,1.0,12,2.0,0.0,22,2,17.0,65%,13.0,7.0,17.0,2.0,76,65,124,16.0,13.0,19.0,0.0
Tyrone Mings,135,5,46,64,34,188.0,92,60%,2,11,154,633,299,10,732,471,291,34,282,159,4,5,7.0,"5,815",43.07,4.0,20,30%,3.0,424,26.0,1.0,88.0,7.0,5,1,1,3.0,0.0,,
Tyrick Mitchell,73,1,22,29,15,93.0,191,55%,2,5,72,150,52,0,405,307,224,33,50,65,0,0,5.0,"2,647",36.26,4.0,110,30%,1.0,114,5.0,0.0,33.0,2.0,1,0,0,0.0,0.0,,
Kaoru Mitoma,9,1,4,3,1,0.11,1,0,0,0,0,3,2,67%,0,1,1,143,15.89,3,8,0,0.0,4,0.0,14.0,1,1,2.0,1,,,,,,,,,,,
Aleksandar Mitrovic,116,33,25,63,33,0.28,14,16,3,7,0,329,122,37%,8,35,10,"2,415",20.82,13,19,18,2.0,149,63.0,60.0,68,17,105.0,88,,,,,,,,,,,
